"","gene","GO"
"49","1045_s_at","GO:0000122;GO:0001889;GO:0001942;GO:0002357;GO:0006325;GO:0006351;GO:0006355;GO:0006357;GO:0006954;GO:0006954;GO:0006968;GO:0007218;GO:0007249;GO:0008284;GO:0009887;GO:0010033;GO:0010224;GO:0010628;GO:0019221;GO:0030163;GO:0032495;GO:0032735;GO:0032757;GO:0033209;GO:0033209;GO:0033234;GO:0033554;GO:0034097;GO:0035729;GO:0035924;GO:0035994;GO:0038061;GO:0042177;GO:0043066;GO:0043123;GO:0043620;GO:0045087;GO:0045892;GO:0045893;GO:0045893;GO:0045944;GO:0045944;GO:0045944;GO:0045944;GO:0045944;GO:0050727;GO:0050862;GO:0051092;GO:0051092;GO:0051092;GO:0051607;GO:0070301;GO:0070431;GO:0070498;GO:0070555;GO:0071222;GO:0071223;GO:0071224;GO:0071316;GO:0071347;GO:0071354;GO:0071356;GO:0071356;GO:0099527;GO:1901222;GO:1901223;GO:1901224;GO:1901224;GO:1901522;GO:1902004;GO:1902894;GO:1902895;GO:1902895;GO:1904385;GO:1904996;GO:2000630;GO:2001237;GO:0000785;GO:0000785;GO:0000785;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005667;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0035525;GO:0035525;GO:0071159;GO:0071159;GO:0098978;GO:0000976;GO:0000977;GO:0000977;GO:0000978;GO:0000978;GO:0000978;GO:0000978;GO:0000979;GO:0000981;GO:0000981;GO:0000981;GO:0001223;GO:0001227;GO:0001228;GO:0001228;GO:0001228;GO:0001228;GO:0003677;GO:0003677;GO:0003682;GO:0003700;GO:0003700;GO:0005515;GO:0019899;GO:0019901;GO:0031490;GO:0031625;GO:0042277;GO:0042301;GO:0042802;GO:0042802;GO:0042803;GO:0042805;GO:0042826;GO:0047485;GO:0051059;GO:0071532;GO:0140296;GO:0140297"
"50","1046_at","GO:0043123;GO:0045071;GO:0045087;GO:0051607;GO:0051607;GO:0005829;GO:0005829;GO:0005886;GO:0015629;GO:0032587;GO:0045177;GO:0000049;GO:0000339;GO:0003690;GO:0003723;GO:0003723;GO:0003723;GO:0003727;GO:0005515;GO:0008266"
"51","1048_at","GO:0006357;GO:0007422;GO:0007507;GO:0007519;GO:0030154;GO:0030182;GO:0031641;GO:0032526;GO:0043401;GO:0045944;GO:0048384;GO:0048856;GO:0000785;GO:0005654;GO:0005737;GO:0090575;GO:0000978;GO:0000981;GO:0003707;GO:0004879;GO:0005515;GO:0008270;GO:0044323;GO:0140693;GO:1990837"
"52","1049_g_at","GO:0006357;GO:0007422;GO:0007507;GO:0007519;GO:0030154;GO:0030182;GO:0031641;GO:0032526;GO:0043401;GO:0045944;GO:0048384;GO:0048856;GO:0000785;GO:0005654;GO:0005737;GO:0090575;GO:0000978;GO:0000981;GO:0003707;GO:0004879;GO:0005515;GO:0008270;GO:0044323;GO:0140693;GO:1990837"
"53","104_at","GO:0000122;GO:0006357;GO:0007420;GO:0007507;GO:0007517;GO:0000785;GO:0005634;GO:0000978;GO:0000981;GO:0000981;GO:0001227;GO:0003700;GO:0005515;GO:0043565;GO:1990837"
"54","1052_s_at","GO:0002244;GO:0006357;GO:0006357;GO:0006366;GO:0045444;GO:0045595;GO:0045669;GO:0045892;GO:0045944;GO:0048839;GO:0140467;GO:0000785;GO:0005634;GO:0005654;GO:0090575;GO:0090575;GO:0000978;GO:0000981;GO:0000981;GO:0001228;GO:0005515;GO:0042802;GO:1990837"
"55","1053_at","GO:0006261;GO:0006281;GO:0032508;GO:1900264;GO:0005634;GO:0005654;GO:0005663;GO:0005663;GO:0031390;GO:0003677;GO:0003689;GO:0003689;GO:0005515;GO:0005524;GO:0016887;GO:0017116;GO:0019899"
"56","1054_at","GO:0006261;GO:0006271;GO:0006281;GO:0032508;GO:1900264;GO:0005634;GO:0005654;GO:0005654;GO:0005663;GO:0005663;GO:0031390;GO:0031391;GO:0003677;GO:0003689;GO:0003689;GO:0005515;GO:0005524;GO:0016887;GO:0017116"
"57","1055_g_at","GO:0006261;GO:0006271;GO:0006281;GO:0032508;GO:1900264;GO:0005634;GO:0005654;GO:0005654;GO:0005663;GO:0005663;GO:0031390;GO:0031391;GO:0003677;GO:0003689;GO:0003689;GO:0005515;GO:0005524;GO:0016887;GO:0017116"
"58","1056_s_at","GO:0006955;GO:0007165;GO:0030595;GO:0032730;GO:0032735;GO:0032755;GO:0050729;GO:0050930;GO:0051924;GO:0005576;GO:0005615;GO:0005829;GO:0005829;GO:0005886;GO:0005925;GO:0016607;GO:0090543;GO:0005125;GO:0042609;GO:0042609"
"59","1057_at","GO:0002138;GO:0006355;GO:0007165;GO:0008544;GO:0015908;GO:0035115;GO:0048672;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005783;GO:0005829;GO:0005829;GO:0005829;GO:0070062;GO:0001972;GO:0005501;GO:0005504;GO:0005515;GO:0016918;GO:0019841;GO:0030332"
"60","1058_at","GO:0007010;GO:0008360;GO:0014003;GO:0030032;GO:0030036;GO:0030041;GO:0031643;GO:0065003;GO:0098885;GO:2000601;GO:0005856;GO:0030027;GO:0031209;GO:0070062;GO:0097386;GO:0098794;GO:0098978;GO:0003779;GO:0034237;GO:0071933"
"61","1059_at","GO:0001764;GO:0001933;GO:0001934;GO:0007169;GO:0007169;GO:0007275;GO:0007507;GO:0008284;GO:0010628;GO:0010976;GO:0014068;GO:0018108;GO:0030335;GO:0032148;GO:0033138;GO:0033674;GO:0038179;GO:0043406;GO:0045471;GO:0048013;GO:0048665;GO:0048678;GO:0048712;GO:0050927;GO:0051412;GO:0051896;GO:0060548;GO:0071300;GO:0090102;GO:0090630;GO:0099151;GO:1905606;GO:1990090;GO:2000251;GO:0005737;GO:0005886;GO:0005887;GO:0030424;GO:0043235;GO:0043235;GO:0098978;GO:0099055;GO:0002039;GO:0004714;GO:0005004;GO:0005030;GO:0005030;GO:0005515;GO:0005524;GO:0043121"
"62","105_at","GO:0000122;GO:0001649;GO:0007165;GO:0030154;GO:0030522;GO:0045944;GO:0045944;GO:0000785;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005829;GO:0005856;GO:0000977;GO:0000978;GO:0000978;GO:0000981;GO:0001228;GO:0003700;GO:0004879;GO:0004879;GO:0005515;GO:0008270;GO:1990837"
"63","1060_g_at","GO:0001764;GO:0001933;GO:0001934;GO:0007169;GO:0007169;GO:0007275;GO:0007507;GO:0008284;GO:0010628;GO:0010976;GO:0014068;GO:0018108;GO:0030335;GO:0032148;GO:0033138;GO:0033674;GO:0038179;GO:0043406;GO:0045471;GO:0048013;GO:0048665;GO:0048678;GO:0048712;GO:0050927;GO:0051412;GO:0051896;GO:0060548;GO:0071300;GO:0090102;GO:0090630;GO:0099151;GO:1905606;GO:1990090;GO:2000251;GO:0005737;GO:0005886;GO:0005887;GO:0030424;GO:0043235;GO:0043235;GO:0098978;GO:0099055;GO:0002039;GO:0004714;GO:0005004;GO:0005030;GO:0005030;GO:0005515;GO:0005524;GO:0043121"
"64","1061_at","GO:0010507;GO:0019221;GO:0032496;GO:0046427;GO:0050807;GO:0070086;GO:0005829;GO:0005886;GO:0005886;GO:0005887;GO:0004896;GO:0004920;GO:0005515;GO:0019969;GO:0038023"
"65","1062_g_at","GO:0010507;GO:0019221;GO:0032496;GO:0046427;GO:0050807;GO:0070086;GO:0005829;GO:0005886;GO:0005886;GO:0005887;GO:0004896;GO:0004920;GO:0005515;GO:0019969;GO:0038023"
"66","1063_s_at","GO:0001764;GO:0001779;GO:0006909;GO:0007155;GO:0007165;GO:0007169;GO:0007218;GO:0007275;GO:0007283;GO:0007399;GO:0014065;GO:0016477;GO:0018108;GO:0021885;GO:0030168;GO:0032940;GO:0033674;GO:0034122;GO:0034446;GO:0042698;GO:0043277;GO:0043491;GO:0043524;GO:0045824;GO:0046718;GO:0046777;GO:0050728;GO:0051250;GO:0051402;GO:0051649;GO:0060068;GO:0070050;GO:0070527;GO:0070527;GO:1903902;GO:0005634;GO:0005635;GO:0005789;GO:0005887;GO:0005887;GO:0009986;GO:0043235;GO:0001618;GO:0004713;GO:0004714;GO:0004714;GO:0005515;GO:0005524;GO:0043548"
"67","1064_at","GO:0010591;GO:0010613;GO:0010976;GO:0030042;GO:0030837;GO:0042989;GO:0042989;GO:0043538;GO:0051016;GO:0005737;GO:0005829;GO:0005884;GO:0005911;GO:0005925;GO:0015629;GO:0030016;GO:0030016;GO:0030175;GO:0032587;GO:0048471;GO:0003779;GO:0003785;GO:0003785;GO:0005515;GO:0005524;GO:0005546;GO:0045296;GO:0051015"
"68","1065_at","GO:0001776;GO:0002318;GO:0002328;GO:0007169;GO:0007275;GO:0008284;GO:0010243;GO:0014068;GO:0018108;GO:0019221;GO:0019221;GO:0019221;GO:0030097;GO:0030183;GO:0030183;GO:0031100;GO:0033674;GO:0035726;GO:0038084;GO:0042531;GO:0042981;GO:0043406;GO:0043410;GO:0043552;GO:0046651;GO:0046777;GO:0071345;GO:0071345;GO:0071385;GO:0097028;GO:0005634;GO:0005783;GO:0005788;GO:0005829;GO:0005886;GO:0005887;GO:0010008;GO:0043235;GO:0004713;GO:0004714;GO:0004714;GO:0004896;GO:0005021;GO:0005515;GO:0005524;GO:0019838;GO:0035259;GO:0043621;GO:0044877"
"69","1066_at","GO:0001916;GO:0002230;GO:0002230;GO:0002827;GO:0002827;GO:0007165;GO:0019221;GO:0019221;GO:0032729;GO:0032729;GO:0035722;GO:0038155;GO:0042104;GO:0042104;GO:0043382;GO:0071346;GO:2000318;GO:2000330;GO:0005886;GO:0009897;GO:0042022;GO:0042022;GO:0043235;GO:0072536;GO:0072536;GO:0004896;GO:0004896;GO:0005143;GO:0005143;GO:0016517;GO:0019955;GO:0042019;GO:0042019;GO:0042020"
"70","1067_at","GO:0007165;GO:0008284;GO:0008284;GO:0035162;GO:0005576;GO:0005615;GO:0005829;GO:0005886;GO:0009986;GO:0016020;GO:0016021;GO:0005102;GO:0005125;GO:0005515;GO:0030971"
"71","1068_g_at","GO:0007165;GO:0008284;GO:0008284;GO:0035162;GO:0005576;GO:0005615;GO:0005829;GO:0005886;GO:0009986;GO:0016020;GO:0016021;GO:0005102;GO:0005125;GO:0005515;GO:0030971"
"72","1069_at","GO:0001516;GO:0001516;GO:0001516;GO:0001525;GO:0006954;GO:0006979;GO:0007566;GO:0007568;GO:0007612;GO:0007613;GO:0008217;GO:0008285;GO:0009410;GO:0009624;GO:0009750;GO:0010042;GO:0010226;GO:0010575;GO:0019233;GO:0019371;GO:0019371;GO:0030282;GO:0030728;GO:0031394;GO:0031622;GO:0031915;GO:0032227;GO:0032310;GO:0032355;GO:0032496;GO:0033138;GO:0033280;GO:0034605;GO:0034612;GO:0034644;GO:0035633;GO:0042307;GO:0042633;GO:0043065;GO:0043154;GO:0045429;GO:0045786;GO:0045907;GO:0045986;GO:0045987;GO:0046697;GO:0048661;GO:0050727;GO:0050873;GO:0051384;GO:0051926;GO:0051968;GO:0070542;GO:0071260;GO:0071284;GO:0071318;GO:0071456;GO:0071471;GO:0071498;GO:0071636;GO:0090050;GO:0090271;GO:0090336;GO:0090362;GO:0098869;GO:0150077;GO:1902219;GO:1990776;GO:0005637;GO:0005640;GO:0005737;GO:0005737;GO:0005737;GO:0005783;GO:0005788;GO:0005789;GO:0005901;GO:0032991;GO:0043005;GO:0043005;GO:0043231;GO:0004601;GO:0004666;GO:0004666;GO:0005515;GO:0016702;GO:0019899;GO:0020037;GO:0042803;GO:0046872"
"73","106_at","GO:0000122;GO:0001503;GO:0002062;GO:0006355;GO:0006357;GO:0006468;GO:0030097;GO:0030182;GO:0043371;GO:0043378;GO:0045595;GO:0045786;GO:0045893;GO:0048935;GO:0050680;GO:0071559;GO:0000785;GO:0000785;GO:0005634;GO:0005654;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005829;GO:0016513;GO:0043231;GO:0000977;GO:0000978;GO:0000981;GO:0000981;GO:0000981;GO:0001222;GO:0003700;GO:0005515;GO:0005524;GO:1990837"
"74","1070_at","GO:0001174;GO:0001174;GO:0006352;GO:0006366;GO:0006366;GO:0006367;GO:0006367;GO:0006367;GO:0006473;GO:0006473;GO:0016573;GO:0019083;GO:0019083;GO:0051123;GO:0051123;GO:0051123;GO:1904798;GO:1990114;GO:1990114;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005669;GO:0005694;GO:0016604;GO:0032993;GO:0090575;GO:0090575;GO:0097550;GO:0097550;GO:0000979;GO:0000979;GO:0000993;GO:0004402;GO:0005515;GO:0008270;GO:0016251;GO:0016251;GO:0016407;GO:0016407;GO:0017025;GO:0017025;GO:0046966;GO:0140297;GO:1990841"
"75","1071_at","GO:0000122;GO:0001655;GO:0001709;GO:0001764;GO:0001892;GO:0002071;GO:0002244;GO:0006366;GO:0006909;GO:0007204;GO:0010628;GO:0010629;GO:0010725;GO:0021514;GO:0021533;GO:0021902;GO:0021954;GO:0033993;GO:0035019;GO:0035065;GO:0035854;GO:0042472;GO:0043306;GO:0043536;GO:0045165;GO:0045599;GO:0045648;GO:0045650;GO:0045654;GO:0045666;GO:0045746;GO:0045766;GO:0045766;GO:0045766;GO:0045944;GO:0045944;GO:0045944;GO:0045944;GO:0048873;GO:0050766;GO:0050873;GO:0060100;GO:0060129;GO:0060216;GO:0060872;GO:0061042;GO:0061351;GO:0061484;GO:0070345;GO:0090050;GO:0090102;GO:0097154;GO:1901533;GO:1902895;GO:1902895;GO:1902895;GO:1903444;GO:1903589;GO:2000178;GO:2000352;GO:2000977;GO:0005634;GO:0005654;GO:0005654;GO:0005667;GO:0005737;GO:0000978;GO:0000981;GO:0000981;GO:0001221;GO:0001223;GO:0001228;GO:0003682;GO:0003700;GO:0005515;GO:0008270;GO:0061629;GO:0070742;GO:1990837"
"76","1072_g_at","GO:0000122;GO:0001655;GO:0001709;GO:0001764;GO:0001892;GO:0002071;GO:0002244;GO:0006366;GO:0006909;GO:0007204;GO:0010628;GO:0010629;GO:0010725;GO:0021514;GO:0021533;GO:0021902;GO:0021954;GO:0033993;GO:0035019;GO:0035065;GO:0035854;GO:0042472;GO:0043306;GO:0043536;GO:0045165;GO:0045599;GO:0045648;GO:0045650;GO:0045654;GO:0045666;GO:0045746;GO:0045766;GO:0045766;GO:0045766;GO:0045944;GO:0045944;GO:0045944;GO:0045944;GO:0048873;GO:0050766;GO:0050873;GO:0060100;GO:0060129;GO:0060216;GO:0060872;GO:0061042;GO:0061351;GO:0061484;GO:0070345;GO:0090050;GO:0090102;GO:0097154;GO:1901533;GO:1902895;GO:1902895;GO:1902895;GO:1903444;GO:1903589;GO:2000178;GO:2000352;GO:2000977;GO:0005634;GO:0005654;GO:0005654;GO:0005667;GO:0005737;GO:0000978;GO:0000981;GO:0000981;GO:0001221;GO:0001223;GO:0001228;GO:0003682;GO:0003700;GO:0005515;GO:0008270;GO:0061629;GO:0070742;GO:1990837"
"77","1073_at","GO:0006351;GO:0006366;GO:0006368;GO:0045944;GO:0005634;GO:0005654;GO:0005654;GO:0005669;GO:0005730;GO:0003677;GO:0005515;GO:0008270"
"78","1074_at","GO:0000045;GO:0000045;GO:0006886;GO:0006888;GO:0006888;GO:0006897;GO:0006914;GO:0007030;GO:0016192;GO:0016477;GO:0019068;GO:0019068;GO:0030252;GO:0032402;GO:0032757;GO:0034446;GO:0042742;GO:0047496;GO:0090110;GO:1903020;GO:0000139;GO:0005769;GO:0005783;GO:0005794;GO:0005829;GO:0012505;GO:0030658;GO:0042470;GO:0070062;GO:0003924;GO:0003924;GO:0003925;GO:0005515;GO:0005525;GO:0045296"
"79","1075_f_at","GO:0002250;GO:0002286;GO:0002323;GO:0006959;GO:0019221;GO:0030183;GO:0033141;GO:0042100;GO:0043330;GO:0051607;GO:0060337;GO:0098586;GO:0005576;GO:0005615;GO:0005125;GO:0005132;GO:0005515"
"80","1076_at","GO:0001660;GO:0001666;GO:0001819;GO:0002248;GO:0006883;GO:0006915;GO:0006954;GO:0006955;GO:0007283;GO:0007507;GO:0008285;GO:0010193;GO:0010243;GO:0010332;GO:0010575;GO:0010628;GO:0010628;GO:0010893;GO:0019221;GO:0019221;GO:0031424;GO:0032308;GO:0032743;GO:0032743;GO:0032755;GO:0032760;GO:0032956;GO:0033092;GO:0033591;GO:0034605;GO:0035234;GO:0043123;GO:0045766;GO:0045840;GO:0045944;GO:0046330;GO:0046688;GO:0050714;GO:0050999;GO:0051781;GO:0051930;GO:0070374;GO:0071222;GO:0097192;GO:1902624;GO:1904445;GO:2001240;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005829;GO:0005886;GO:0009986;GO:0005125;GO:0005125;GO:0005149;GO:0005507;GO:0005515"
"81","1077_at","GO:0002250;GO:0002331;GO:0002331;GO:0006310;GO:0006325;GO:0006955;GO:0008542;GO:0010390;GO:0010390;GO:0030183;GO:0033077;GO:0033151;GO:0033151;GO:0033151;GO:0043029;GO:0043154;GO:0045582;GO:0048538;GO:0051865;GO:0070244;GO:0090305;GO:2000822;GO:0005634;GO:0005634;GO:0005654;GO:0097519;GO:1905347;GO:0003677;GO:0004519;GO:0004842;GO:0005515;GO:0008270;GO:0042393;GO:0042803;GO:0043565;GO:0043565;GO:0046872;GO:0061630;GO:1990238"
"82","1078_at","GO:0006694;GO:0007171;GO:0007259;GO:0007566;GO:0007595;GO:0008284;GO:0009617;GO:0019221;GO:0030155;GO:0030856;GO:0030890;GO:0031954;GO:0038161;GO:0038165;GO:0042976;GO:0043066;GO:0048861;GO:0051179;GO:0060644;GO:0060736;GO:0060749;GO:0097011;GO:0120162;GO:0005576;GO:0005886;GO:0009897;GO:0009986;GO:0016021;GO:0031904;GO:0043235;GO:0004896;GO:0004923;GO:0004924;GO:0004925;GO:0004925;GO:0005127;GO:0005515;GO:0008289;GO:0017046;GO:0017046;GO:0019901;GO:0019955;GO:0046872"
"83","1079_g_at","GO:0006694;GO:0007171;GO:0007259;GO:0007566;GO:0007595;GO:0008284;GO:0009617;GO:0019221;GO:0030155;GO:0030856;GO:0030890;GO:0031954;GO:0038161;GO:0038165;GO:0042976;GO:0043066;GO:0048861;GO:0051179;GO:0060644;GO:0060736;GO:0060749;GO:0097011;GO:0120162;GO:0005576;GO:0005886;GO:0009897;GO:0009986;GO:0016021;GO:0031904;GO:0043235;GO:0004896;GO:0004923;GO:0004924;GO:0004925;GO:0004925;GO:0005127;GO:0005515;GO:0008289;GO:0017046;GO:0017046;GO:0019901;GO:0019955;GO:0046872"
"84","107_at","GO:0016567;GO:0035556;GO:0072659;GO:0005737;GO:0005739;GO:0005768;GO:0005886;GO:0008021;GO:0043231;GO:0003924;GO:0005525"
"85","1080_s_at","GO:0006706;GO:0006778;GO:0006805;GO:0006805;GO:0008203;GO:0008210;GO:0009403;GO:0009791;GO:0009820;GO:0010468;GO:0016098;GO:0018894;GO:0019373;GO:0022900;GO:0030324;GO:0032259;GO:0032787;GO:0042178;GO:0042178;GO:0042572;GO:0042572;GO:0042759;GO:0045333;GO:0046222;GO:0046483;GO:0050665;GO:0070989;GO:0071276;GO:0097267;GO:0005789;GO:0043231;GO:0043231;GO:0004497;GO:0004497;GO:0004497;GO:0005506;GO:0005515;GO:0009055;GO:0016491;GO:0016712;GO:0019899;GO:0020037;GO:0032451;GO:0034875;GO:0070330;GO:0101020;GO:0101021;GO:0106256"
"86","1081_at","GO:0001822;GO:0006595;GO:0008283;GO:0008284;GO:0009615;GO:0033387;GO:0033387;GO:0033387;GO:0042176;GO:0005575;GO:0005737;GO:0005737;GO:0005829;GO:0004586;GO:0004586;GO:0004586;GO:0004586;GO:0005515;GO:0042803"
"87","1082_at","GO:0002862;GO:0007173;GO:0007173;GO:0009395;GO:0010634;GO:0010634;GO:0016477;GO:0019722;GO:0038095;GO:0043536;GO:0045766;GO:0046488;GO:0050852;GO:0051281;GO:0071364;GO:0071364;GO:1905564;GO:2000353;GO:0001726;GO:0005737;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0008180;GO:0030027;GO:0032587;GO:0042995;GO:0004435;GO:0004435;GO:0004629;GO:0004629;GO:0005168;GO:0005509;GO:0005515;GO:0019901;GO:0050429"
"88","1083_s_at","GO:0006354;GO:0006977;GO:0006978;GO:0010944;GO:0033629;GO:0036003;GO:0043618;GO:0051179;GO:0090240;GO:1902166;GO:0000785;GO:0005615;GO:0005634;GO:0005796;GO:0005886;GO:0005886;GO:0005887;GO:0016324;GO:0031982;GO:0070062;GO:0070062;GO:0000978;GO:0002039;GO:0003712;GO:0005515"
"89","1084_at","GO:0007155;GO:0007165;GO:0007204;GO:0010506;GO:0010863;GO:0010976;GO:0018108;GO:0030100;GO:0030155;GO:0035024;GO:0035640;GO:0036211;GO:0051353;GO:0071300;GO:1903905;GO:2000145;GO:2000249;GO:2000406;GO:0005829;GO:0015629;GO:0000287;GO:0001784;GO:0003785;GO:0004672;GO:0004713;GO:0004713;GO:0004713;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0030145;GO:0051015"
"90","1085_s_at","GO:0001775;GO:0001878;GO:0002092;GO:0002223;GO:0002223;GO:0002224;GO:0002281;GO:0002316;GO:0002732;GO:0006661;GO:0009395;GO:0010628;GO:0010628;GO:0010634;GO:0012501;GO:0016055;GO:0019216;GO:0019722;GO:0019722;GO:0030168;GO:0030183;GO:0031663;GO:0032237;GO:0032481;GO:0032733;GO:0032735;GO:0032743;GO:0032747;GO:0032755;GO:0032760;GO:0032959;GO:0035556;GO:0035556;GO:0035556;GO:0038095;GO:0043069;GO:0043122;GO:0043410;GO:0048678;GO:0050731;GO:0050850;GO:0050852;GO:0050853;GO:0050853;GO:0050853;GO:0050853;GO:0051091;GO:0051092;GO:0051209;GO:0060100;GO:0060907;GO:0061760;GO:0070884;GO:0071277;GO:0071396;GO:0150078;GO:1900227;GO:1902808;GO:1903428;GO:1903721;GO:1990858;GO:0005737;GO:0005829;GO:0005886;GO:0005886;GO:0032587;GO:0048471;GO:0070062;GO:0097708;GO:0001784;GO:0004435;GO:0004435;GO:0004435;GO:0004629;GO:0005515;GO:0019901;GO:0097110;GO:0140031;GO:1990782"
"91","1086_at","GO:0006468;GO:0007165;GO:0007259;GO:0007585;GO:0016064;GO:0019221;GO:0032496;GO:0036016;GO:0038043;GO:0038156;GO:0038157;GO:0070665;GO:0005886;GO:0005886;GO:0005887;GO:0009897;GO:0030526;GO:0030526;GO:0004896;GO:0004912;GO:0004914;GO:0005515;GO:0038023"
"92","1087_at","GO:0007165;GO:0007420;GO:0007507;GO:0008284;GO:0019221;GO:0030097;GO:0038162;GO:0046697;GO:0005576;GO:0005886;GO:0005886;GO:0005887;GO:0009897;GO:0016607;GO:0004896;GO:0004900;GO:0004900;GO:0005515;GO:0042802"
"93","1088_at","GO:0007169;GO:0007399;GO:0007411;GO:0007416;GO:0007422;GO:0007613;GO:0010832;GO:0010976;GO:0021675;GO:0031547;GO:0031550;GO:0033138;GO:0038180;GO:0043524;GO:0045664;GO:0048668;GO:0048672;GO:0048672;GO:0048812;GO:0050804;GO:0051965;GO:1900122;GO:2000008;GO:2001234;GO:0005576;GO:0005615;GO:0005737;GO:0005739;GO:0008021;GO:0016607;GO:0030424;GO:0030425;GO:0048471;GO:0005163;GO:0005515;GO:0008083"
"94","1090_f_at","GO:0006633;GO:0006637;GO:0008217;GO:0042632;GO:0005739;GO:0005759;GO:0004321;GO:0005524;GO:0015645;GO:0018729;GO:0043759;GO:0046872;GO:0047760;GO:0050218"
"95","1091_at","GO:0006468;GO:0007611;GO:0098693;GO:1900273;GO:1903367;GO:1904058;GO:2000463;GO:2000480;GO:2000480;GO:0005737;GO:0005771;GO:0005829;GO:0005886;GO:0005952;GO:0005952;GO:0097546;GO:0098685;GO:0098686;GO:0098978;GO:0004862;GO:0004862;GO:0005515;GO:0008603;GO:0008603;GO:0030552;GO:0034236;GO:0034236;GO:0140678"
"96","1092_at","GO:0001516;GO:0001525;GO:0001659;GO:0002690;GO:0003058;GO:0003099;GO:0003100;GO:0003100;GO:0006874;GO:0007166;GO:0007204;GO:0008284;GO:0009932;GO:0010460;GO:0014824;GO:0014826;GO:0014826;GO:0019221;GO:0019229;GO:0019722;GO:0030593;GO:0042116;GO:0042310;GO:0043542;GO:0045987;GO:0048016;GO:0048246;GO:0048286;GO:0048675;GO:0060585;GO:0060585;GO:0097009;GO:0005576;GO:0005615;GO:0005615;GO:0005179;GO:0005179;GO:0031708;GO:0031708"
"97","1093_at","GO:0006470;GO:0050790;GO:0060561;GO:2001241;GO:0000159;GO:0005737;GO:0045121;GO:0070062;GO:0005515;GO:0019888"
"98","1094_g_at","GO:0006470;GO:0050790;GO:0060561;GO:2001241;GO:0000159;GO:0005737;GO:0045121;GO:0070062;GO:0005515;GO:0019888"
"99","1095_s_at","GO:0000278;GO:0000902;GO:0001837;GO:0001889;GO:0001934;GO:0010507;GO:0014068;GO:0014856;GO:0030335;GO:0031100;GO:0031643;GO:0032715;GO:0032733;GO:0033137;GO:0035729;GO:0043066;GO:0043154;GO:0043410;GO:0045669;GO:0045766;GO:0045944;GO:0048012;GO:0048012;GO:0050673;GO:0050728;GO:0050731;GO:0050918;GO:0051450;GO:0060326;GO:0060665;GO:0070572;GO:0090201;GO:1900744;GO:1901299;GO:1902042;GO:1902947;GO:2000573;GO:0005576;GO:0005615;GO:0016020;GO:0031093;GO:0005102;GO:0005515;GO:0008083;GO:0042056;GO:0042802;GO:0044877"
"100","1096_g_at","GO:0001923;GO:0002322;GO:0002322;GO:0016064;GO:0043552;GO:0050851;GO:0050853;GO:0050853;GO:0050855;GO:0050864;GO:0051281;GO:0051281;GO:0005886;GO:0005887;GO:0009897;GO:0009897;GO:0032991;GO:0045121;GO:0070062"
"101","1097_s_at","GO:0001768;GO:0001954;GO:0002407;GO:0002408;GO:0002408;GO:0002606;GO:0002885;GO:0002922;GO:0006954;GO:0006955;GO:0007186;GO:0007204;GO:0019722;GO:0030838;GO:0031274;GO:0031529;GO:0032496;GO:0032649;GO:0032651;GO:0032695;GO:0032735;GO:0034695;GO:0038115;GO:0038116;GO:0043123;GO:0043552;GO:0045060;GO:0045785;GO:0045860;GO:0046330;GO:0048872;GO:0050862;GO:0051209;GO:0051491;GO:0051897;GO:0060326;GO:0070374;GO:0071345;GO:0071731;GO:0090023;GO:0090630;GO:0097022;GO:0097029;GO:2000147;GO:2000510;GO:2000522;GO:2000525;GO:2000526;GO:2000547;GO:2000669;GO:0005739;GO:0005886;GO:0005886;GO:0009897;GO:0009986;GO:0016021;GO:0004930;GO:0016493;GO:0016493;GO:0019957;GO:0035757;GO:0035757;GO:0035758;GO:0035758;GO:0038117;GO:0038117;GO:0038121"
"102","1098_at","GO:0001934;GO:0008283;GO:0008284;GO:0030219;GO:0035855;GO:0038163;GO:0038163;GO:0038163;GO:0043410;GO:0045654;GO:0051897;GO:0051897;GO:0070374;GO:0070374;GO:0071222;GO:0097696;GO:1902035;GO:1902035;GO:0005576;GO:0005615;GO:0005102;GO:0005125;GO:0005179;GO:0008083"
"103","109_at","GO:0006898;GO:0006904;GO:0005768;GO:0005829;GO:0010008;GO:0030133;GO:0032588;GO:0005515"
